;usuario;texto;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
133;@jairbolsonaro;@jairbolsonaro coronavÌrus vc ja sabe oque fazer üôèüèºüôèüèºüôèüèºüôèüèº;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
134;@jairbolsonaro;@jairbolsonaro CORONAVIRUS eu entrego nas suas maos üôèüèªüôèüèªüôèüèªüôèüèªüôèüèªüôèüèªüôèüèªüôèüèª;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
135;@jairbolsonaro;@jairbolsonaro corona faÁa sua parte;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
136;@jairbolsonaro;@jairbolsonaro fodido do caralho se n„o morrer de corona morre de cancro m˙mia maldita da porra;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
137;@jairbolsonaro;@jairbolsonaro Ent„o vai estar na cova j· que o n˙mero de Ûbitos pelo corona no Brasil aumenta a cada dia;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
139;@jairbolsonaro;@jairbolsonaro O corona o arrombado;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
140;@jairbolsonaro;@jairbolsonaro O coronavÌrus deve ter nojo de infectar vocÍ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
141;@jairbolsonaro;@jairbolsonaro 30 Mil MORTOS NO BRASIL pelo coronavÌrus e vc brincando de cawboy!!! Que vergonha desse presidente;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
142;@jairbolsonaro;@jairbolsonaro Ent„o vai ficar com a galera que t· morrendo de corona tambÈm;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
145;@jairbolsonaro;@Biakicis @jairbolsonaro Espalhando o coronavÌrus, parabÈns deputada, irrespons·vel igual o chefe.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
146;@jairbolsonaro;@Ary_AntiPT @GMonteiroRJ @Rjdouglasgomes @jairbolsonaro 90 mil mortos por violÍncia no paÌs por ano e vc aÌ querendo dar um show de coronavÌrus malvad„o!;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
147;@jairbolsonaro;@Ary_AntiPT @Bot_Corona_V @jairbolsonaro Gado passando e os ‚Äúcultos e inteligentes‚Äù olhando!;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
148;@jairbolsonaro;@jairbolsonaro T„o efetiva que somos o pior paisano combate ao coronavÌrus e vocÍs foi nomeado o pior presidente no combate, falando nisso cadÍ um ministro da sa˙de?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
151;@jairbolsonaro;@Biakicis @jairbolsonaro Cuidado com o corona, mulambada!;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
153;@jairbolsonaro;@_SaraWinter @jairbolsonaro corona faÁa seu trabalho e mate esses da milÌcia nazista;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
156;@jairbolsonaro;@CarlaZambelli38 @jairbolsonaro E o Procurador Geral da Rep˙blica, segue insuspeito depois do Capit„o Corona oferecer cargo a ele a cÈu aberto?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
157;@jairbolsonaro;@jairbolsonaro Ahhhj poraaa vai tomar no cu pra falar dos mortos do corona vc n„o fala mas pra chupa o cu do trump vc atÈ fica de quatro;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
158;@jairbolsonaro;@leandrolyrarj @jairbolsonaro Corona nunca te critiquei...;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
159;@jairbolsonaro;@FlavioBolsonaro @Forarbs @jairbolsonaro VocÍ È senador sÛ falar n„o muda nada faÁa alguma coisa de concreto mande investigar e mande prender os respons·veis por esses TERRORISTAS. VocÍ È senador pressione os governadores que roubaram o dinheiro do corona;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
164;@jairbolsonaro;@jairbolsonaro mais de mil mortes por dia por conta do corona, chegando a 30 mil mortes. E vocÍ mamando a pica do trump, recebendo leite na boca, nÈ? https://t.co/BkYzRjanit;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
170;@jairbolsonaro;@jairbolsonaro @govbr @minsaude @DefesaGovBr @MInfraestrutura Convoque um plebiscito para a populaÁ„o. Votar a reduÁ„o de sal·rios do judici·rio, do congresso, do senado e do executivo. Durante a pandemia do coronavÌrus;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
174;@jairbolsonaro;"@priiduq @jairbolsonaro AÌ 70% pega corona... Seus familiares morrem e dps a ""Massa"" vai culpa o governo kskskskks";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
177;@jairbolsonaro;@jairbolsonaro Vai tudo pegar corona e contaminar as famÌlias, passar pra outros e assim todo mundo vai morrer. Obrigada seus merdas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
178;@jairbolsonaro;@jairbolsonaro TOMARA Q SEU CU IMPLODA Q VIRE UMA COUVE FLOR Q O CORONAVIRUS TE INFECTE E QUE VC MORRA SEM AR SOZINHO E VA PRO QUINTO DOS INFERNOS;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
180;@jairbolsonaro;@DaPerdidao @ALEXANDRELILA @FabianoLorenz @c0rreia_01 @Cleiton29698858 @jairbolsonaro @govbr @minsaude @DefesaGovBr @MInfraestrutura Esse È que È o problema, entra na conta n„o sÛ os que morreram ˙nica e exclusivamente POR CAUSA do vÌrus, mas todos os que;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
183;@jairbolsonaro;@jairbolsonaro coronavÌrus faÁa seu serviÁo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
184;@jairbolsonaro;@jairbolsonaro Vc quer mudar de assunto para n„o se sentir respons·vel pelas mortes do corona!seu irrespons·vel o BR n„o È um quartel.tenha juÌzo homem!!vc est· lidando com vidas!;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
189;@jairbolsonaro;@OzeiasSouza19 @CarlaZambelli38 @Francis39831693 @jairbolsonaro VocÍ È ESQUERDOPATA DOENTE MENTAL MATA MAIS QUE O CORONAVÕRUS! … BURRO TAMB…M!;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
191;@jairbolsonaro;@itsbelhere @rubensmaiia @jairbolsonaro nada pra se orgulhar. tomara q o coronavÌrus faÁa a limpa em vcs kkkkk;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
193;@jairbolsonaro;@Metropoles @BlogdoNoblat @jairbolsonaro N„o tavam preocupados com o corona? kkkkk;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
195;@jairbolsonaro;@jairbolsonaro Na hora que o Laranjito fechou as fronteiras por causa do Corona, vossa excelencia n„o falou nada nÈ. HA HA HA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
198;@jairbolsonaro;@belleiprofessor @jairbolsonaro Tomara que vocÍ pega um coronavÌrus È eles enfiem a cloroquina naquele lugar;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
199;@jairbolsonaro;@regina_ferro @jrguzzofatos @jairbolsonaro Est· fazendo o que o STF lhe permitiu fazer, enviando milhıes de reais para o combate ao coronavÌrus, o que por sinal n„o est· sendo muito bem administrado para tal fim.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
201;@jairbolsonaro;Minha irm„ fez mais pelo Brasil contra o coronavÌrus que o @jairbolsonaro https://t.co/WFyPgyeTcj;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
202;@jairbolsonaro;@jairbolsonaro Acabou porra!!!!;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Acabou o corona fest de idiotizados;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"#AntifasPelaDemocracia""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
208;@jairbolsonaro;@jairbolsonaro T· ai os bandidos que o a justiÁa e supremo liberou com  a desculpa que eles poderiam morrer de coronavÌrus na pris„o. Quero saber se o cabeÁa de ovo vai abrir investigaÁ„o pra saber quem financia esses nazistas.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
210;@jairbolsonaro;@guigus02 @TaffaBotafogo @samiabomfim @jairbolsonaro Comedor de mortadela, j· pegou seu corona voucher? Hahahah hipÛcrita do caralho.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
214;@jairbolsonaro;@rubensmaiia @jairbolsonaro DeverÌamos todos ter esta vis„o: pior do que o coronavÌrus, È a fome! … ver o PaÌs que ama:quebrado, destroÁado! Se Deus n„o tiver misericÛrdia de nÛs, ainda seremos entregues a China Comunista!abram üëÅ N„o adianta querer pro;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
217;@jairbolsonaro;@CarlaZambelli38 @jairbolsonaro Cuidado com o corona o bicho pap„o pega sem avisar. N esqueÁam  o presidenta  est· bem cuidado. Enquanto o povo t· morrendo  dessa doenÁa. Se protejam!!;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
221;@jairbolsonaro;@taeminsana @merasfeelings @jairbolsonaro Eu posso te mostrar a irresponsabilidade dos governadores e os investimentos que o governo federal fez pra combater o corona, porÈm n„o vejo as pessoas pontuarem onde o presidente errou.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
224;@jairbolsonaro;@jairbolsonaro T„o podre que nem o corona te pega, velho sem vergonha;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
225;@jairbolsonaro;@jairbolsonaro … ANIMAL!!!!!! 30 MIL MORTOS NO BRASIL PELO CORONAVIRUS E ATE HJ NADA DE UM MINISTRO DA SAUDE ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"ACORDA PRA VIDA E PARA DE FALAR MERDA NO TWITTER""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
226;@jairbolsonaro;@OzeiasSouza19 @CarlaZambelli38 @Francis39831693 @jairbolsonaro ESQUERDOPATA … DOEN«A INCUR¡VEL MATA MAIS QUE O CORONAVÕRUS … CORRUPTA E HOMICIDA! VAI LAMBER A ....DA TUA M√E DILMA!;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
242;@jairbolsonaro;@jairbolsonaro AS PESSOAS est„o MORRENDO POR CAUSA DO CORONAVÕRUS E DA SUA IGNOR√ÇNCIA IDIOTA DO CARALHO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
244;@jairbolsonaro;@jairbolsonaro @ShockWaveRadio_ Pode dizer, vocÍ n„o usa m·scara pode j· est· imune do Corona neh. Espetinho;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
245;@jairbolsonaro;@OzeiasSouza19 @CarlaZambelli38 @Francis39831693 @jairbolsonaro Vai lamber o nariz do teu patr„o LULA LADR√O.  ESQUERDOPATA … DOEN«A INCUR¡VEL MATA MAIS QUE O CORONAVÕRUS … CORRUPTA E HOMICIDA!;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
246;@jairbolsonaro;@OzeiasSouza19 @CarlaZambelli38 @Francis39831693 @jairbolsonaro ESQUERDOPATA … DOEN«A INCUR¡VEL MATA MAIS QUE O CORONAVÕRUS … CORRUPTA E HOMICIDA!;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
247;@jairbolsonaro;@CANAL_do_ALONSO @jairbolsonaro @govbr @minsaude @DefesaGovBr @MInfraestrutura Aposto que vc esta em casa a 3 meses com medo do corona seu hipÛcrita;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
250;@jairbolsonaro;@BolsonaroSP @jairbolsonaro ComemoraÁ„o pelos quase 30 mil mortos do corona no Brasil.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
251;@jairbolsonaro;@jairbolsonaro pega corona e ***** seu cuzao;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
252;@jairbolsonaro;@jairbolsonaro CORONA FA«A SEU TRABALHO;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
253;@jairbolsonaro;@jairbolsonaro sobre o corona vc n„o fala nada nÈ vagabundo?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
256;@jairbolsonaro;@jairbolsonaro FASCISTA PAU NO CU DESGRA«ADO, TERRORISMO … VOC  AMEA«AR QUEM NAO CONCORDA COM SEUS ATOS CORRUPTOS. ANTIDEMOCR¡TICO … REIVINDICAR UMA DITADURA. NINGU…M TEM CULPA DE O SENHOR SER UM IGNORANTE DO CARALHO. QUE O CORONAVÕRUS LHE CARREGUE.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
260;@jairbolsonaro;@jairbolsonaro N„o to desejando coronavÌrus pra ele, imagina. Mas ele vive abusando e NUNCA PEGA ESSA BOSTA, enquanto que tem gente que toma todo cuidado do mundo e ta com suspeita;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
261;@jairbolsonaro;@secomvc @Bot_Corona_V @jairbolsonaro @minsaude @casacivilbr @DefesaGovBr @SGPresidencia Se legalizarem a #maconha logo, o n˙mero de curados vai se multiplicar rapidamente. Est· comprovada cientificamente a efic·cia da #CannabisMedicinal no tratamento e p;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#LegalizaBolsonaro;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
#LegalizaBrasil ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"@jairbolsonaro""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
266;@jairbolsonaro;@AnaMazzeto @jairbolsonaro @govbr Aqui n„o tem como desenhar , mas vou tentar explicar a vocÍs.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
O n˙mero de pessoas que n„o morrem ou n„o sentem nada com corona È mais alto; GraÁas a Deus ; n„o a esse presidente lindo de vocÍs. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"N„o sei se sabem fazer conta matem·tica mas vamos l·...""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
267;@jairbolsonaro;@OzeiasSouza19 @CarlaZambelli38 @Francis39831693 @jairbolsonaro ESQUERDOPATA … DOEN«A INCUR¡VEL MATA MAIS QUE O CORONAVÕRUS … CORRUPTA E HOMICIDA!;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
269;@jairbolsonaro;@bronksey @jairbolsonaro Maioria ali e tudo detento que saiu dessa leva do coronavÌrus estava tudo programado pra isso a culpa dessa merda e da esquerda e seus macumunados;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
271;@jairbolsonaro;@jairbolsonaro Vai pegar corona e vai ter que tomar cloroquina hein, velho!;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
273;@jairbolsonaro;@jairbolsonaro Ajuda nois e pega corona;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
274;@jairbolsonaro;@jairbolsonaro com bandido n„o se deve ter clemÍncia... ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Puxa a ficha desse grupo que a maioria j· tem passagem se bobear deve ter saÌdo por causa do Corona.... https://t.co/trpkWR09bY""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
276;@jairbolsonaro;@jairbolsonaro corona faÁa seu trabalho;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
277;@jairbolsonaro;@Sherick_Holmez @MuitoPatriota @jluizcandidosil @CarlaZambelli38 @jairbolsonaro Fodasi o corona gazela, eu quero e o meu paÌs melhor. Pau no cu da esquerda e dos isentıes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
279;@jairbolsonaro;@jairbolsonaro se deus quiser tu morre de corona;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
280;@jairbolsonaro;@jairbolsonaro @govbr @minsaude @DefesaGovBr @MInfraestrutura 3- 4 em numero de mortes;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"4- representamos 25% das mortes mundiais diarias de corona""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
284;@jairbolsonaro;@AnnaCarolineA12 @Donna_dBrisa @CarlaZambelli38 @jairbolsonaro Exatamente Anna,ela e todos os ministros e o presidente, ter„o seus melhores leitos, melhores mÈdicos, garantia total de atendimento,entretanto n„o se esqueÁam que h· um vil„o na histÛria o co;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
289;@jairbolsonaro;@Gbguimaraes07 @jairbolsonaro Esse lixo, pegaram corona e morreram!!!;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
291;@jairbolsonaro;@CarlaZambelli38 @jairbolsonaro E o corona?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
293;@jairbolsonaro;@Longojoo @jairbolsonaro Se vocÍ t· achando lindo, imagina o tal do coronavÌrus, t· amando;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
294;@jairbolsonaro;@BrasilSMPLivre @jairbolsonaro Maneiro demais, por causa desse bando de burro o coronavÌrus nunca vai acabar;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
295;@jairbolsonaro;@priiduq @jairbolsonaro Corona faÁa oq for preciso https://t.co/W5kAtDaGyy;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
296;@jairbolsonaro;@leandrolyrarj @jairbolsonaro Corona tÙ contando com vc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
297;@jairbolsonaro;@leandrolyrarj @jairbolsonaro Corona deixo em tuas m„os;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
298;@jairbolsonaro;@leandrolyrarj @jairbolsonaro corona eu entrego em tuas m„os!;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
300;@jairbolsonaro;@jairbolsonaro @govbr @minsaude @DefesaGovBr @MInfraestrutura vai se fud3r, minha avÛ t· no hospital com corona chorando pq n„o quer ser mais um dos cad·veres q essa doenÁa est· deixando e ela est· com saudade de abraÁar a famÌlia, e vc quer abrir o comÈr;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
303;@jairbolsonaro;@CarlaZambelli38 @jairbolsonaro Foda se o corona? VSF , IDIOTAS, O REBOTE DO PESSOAL CONTRA VCS NAZISTAS TEM QUE SER COM VIOLENCIA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
304;@jairbolsonaro;@CamargosTelma @eanascimentoea @andrefernm @jairbolsonaro qnd vc estiver com corona (se È q n j· t·) fica em casa se curando da sua gripezinha, e deixa o leito da UTI livre p outras pessoas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
305;@jairbolsonaro;@jairbolsonaro @govbr @DHumanosBrasil @DamaresAlves @MinCidadania @onyxlorenzoni @Mapa_Brasil @TerezaCrisMS @mdregional_br @rogeriosmarinho @MinEconomia Nota de repudio a supremacistas? Mimimi por ser atacados? Apoio √†s famÌlias devastadas pelo corona ou;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
306;@jairbolsonaro;@Fabiano05598412 @CarlaZambelli38 @jairbolsonaro @allantercalivre Mas que imbecil, tomara que pegue corona n„o tome cloroquina e morra;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
307;@jairbolsonaro;@ChristinaFonse7 @juanvilarino @Rita20431860 @Marcospaulo501 @tzuyugrand @henriolliveira @jairbolsonaro kkkkkkkkmmmmk li a matÈria inteira e n„o ta escrito que cloroquina funciona contra coronavÌrus, continua sendo uma incÛgnita;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
314;@jairbolsonaro;@jairbolsonaro se candidata sem ter um plano de governo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
chega querendo proteger a ‚Äú‚Äù‚Äùfamilia real‚Äù‚Äù‚Äù das cagada q fazem e falam brasil a fora;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
ainda n tem um plano unificado contra o corona; alem de vender as milhoes de cloroquina q o exercito produziu; sem base cientÌfica;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"esperava outra coisa??""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
315;@jairbolsonaro;@claudioedantas Nossa...kkk...macabro s„o governadores nao fazerem nada pra salvar as pessoas do corona  vocÍs todos se calam . Pensam que o que salva e dinheiro federal. O que salva ser humano È trabalho. @jairbolsonaro;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
316;@jairbolsonaro;@OzeiasSouza19 @CarlaZambelli38 @Francis39831693 @jairbolsonaro ESQUERDOPATA … DOEN«A INCUR¡VEL MATA MAIS QUE O CORONAVÕRUS !! … HOMICIDA!;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"COMUNISTAS!""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
317;@jairbolsonaro;@CarlaZambelli38 @jairbolsonaro segundo pesquisa 21% do eleitores que elegeram esse presidente s„o a favor do impeachment.  tÙ muito afim de ir pra rua e pegar coronavÌrus por causa de um merda desse! impeachment no cu dele.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
319;@jairbolsonaro;@Luisinho_gaucho @Bellaaraujo1612 @medvedbyron @senadorhumberto @jairbolsonaro ESQUERDOPATA … DOEN«A INCUR¡VEL MATA MAIS QUE O CORONAVÕRUS!;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
320;@jairbolsonaro;@andredireita @allantercalivre @jairbolsonaro O witzel assassino multaram em quanto? Ele tem que pagar por todos os mortos sem medicacao que ele ajudou a matar, ele os medicos que indicavam agua e dipirona, igual o CNS FLORAIS para corona e o rabo deles, ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
322;@jairbolsonaro;@CarlaZambelli38 @jairbolsonaro Isso , incentiva mesmo as pessoas a se expor ao coronavÌrus , vocÍ È uma inconsequente lambe botas de retardado mental, a morte de pessoas estar· na sua conta tambÈm ,;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
323;@jairbolsonaro;@Biakicis @jairbolsonaro Va l· guerreira incansavel, o corona te espera.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
324;@jairbolsonaro;@jairbolsonaro @DHumanosBrasil Antes, mas crises se encontravam poÁos enormes de petrÛleo, prÈ-sal e agora preocupados com crise de coronavÌrus. Temos o agronegÛcio e a AmazÙnia cheia de riquezas;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
326;@jairbolsonaro;@CarlaZambelli38 @jairbolsonaro Viva o Corona, povo mais burro do mundo;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
327;@jairbolsonaro;@IsoldaBolsonaro @CarlaZambelli38 @jairbolsonaro Tomara que n„o encontrem o coronavÌrus pela frente.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
329;@jairbolsonaro;@AmendoncaMJSP @jairbolsonaro @PRFBrasil Gostaria de saber, verdadeiramente, se existe uma estatÌstica confi·vel, que trate do numero de vitimas da hidroziclororiquina no tratamento da mal·ria  e do l˙pus? Ou sÛ h· vitimas no tratamento do CORONAVIRUS?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
330;@jairbolsonaro;@congemfoco @jairbolsonaro @RodrigoMaia Gostaria de saber, verdadeiramente, se existe uma estatÌstica confi·vel, que trate do numero de vitimas da hidroziclororiquina no tratamento da mal·ria  e do l˙pus? Ou sÛ h· vitimas no tratamento do CORONAVIRUS?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
340;@jairbolsonaro;@CarlaZambelli38 @jairbolsonaro @tarcisiogdf @TerezaCrisMS Gostaria de saber, verdadeiramente, se existe uma estatÌstica confi·vel, que trate do numero de vitimas da hidroziclororiquina no tratamento da mal·ria  e do l˙pus? Ou sÛ h· vitimas no tratamento ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
